FID,STYPE,FACILITY,FADDR1,FADDR2,FCITY,FSTATE,FZIP,FCOUNTY,FPHONE,FEXTEN,FFAX,OBN1,OBN2,SADDR,SCITY,SSTATE,SZIP,ICF,LICNO,LICENSEE,ODATE,EFFECTIVE,EXPIRES,FULL,SAELIGIBLE,CAPACITY,NFTOTAL,HATOTAL,LTCTOTAL,HTOTAL,TOTALBEDS,HGENLIC,REHABHLIC,PSYLIC,SALIC,DETOXLIC,HOSLIC,RSRCHLIC,OTHRHLIC,ALZLIC,HIVLIC,REHABNLIC,TBILIC,VENLIC,OTHNFLIC,NFGENLIC,HAALZLIC,HAHIVLIC,HAGENLIC,RETIREBEDS,CONCARE,ADCP,HOSPICE,RESPITE,REHAB,HOMECARE,SUBACUBEDS,CONSUBACUT,HCACAT,HOSCAT,NPCAT,NSGSVCS,NSGINTSV,NSGPDSV,IVSV,AIDESV,SWSV,PTSV,OTSV,SPSV,PMSV,DMESV,SPLYSV,NSGPOOL,POOLAIDE,HHASV,HHANO,HOSNO,HPBEDS,HRBEDS,HOSSV,ADMNAME,ADMPHONE,DONNAME,MGMTNAME,MGMTADDR,PARNAME,PARADDR,OWNER,OWNERADDR,HOLDSTYPE
"921962","Mental Health Homes","Heath Avenue Home","501-C South Wall Street","","Benson","NC","27504","Johnston","(919)934-1573","","(919)894-1488","","","105 East Heath Avenue","Smithfield","NC","27577",T,"MHL-051-010","RHA Health Services NC, LLC",06/01/1986,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Fred Nelson","(919)894-5124","","RHA Health Services, LLC","17 Church Street Asheville, NC 27504","Resource Healthcare of America Inc","1 Buckhead Plaza Suite 900, 3060 Peachtreet Road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"945043","Mental Health Homes","Heathcroft","818 Tyvola Rd Suite 104","","Charlotte","NC","28217","Mecklenburg","(704)593-0674","","(704)558-4773","","","3046 Heathcroft Court","Charlotte","NC","28269",T,"MHL-060-224","Educare Community Living Corporation - North Carolina",07/28/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Denise Derkowski","(704)519-0077","","","","ResCare Inc","10140 Linn Station Rd. Louisville, KY 40223","Dougals Russell","","MHL"
"921963","Mental Health Homes","Helmsdale Group Home","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)468-6044","","(919)469-9420","","","1317 Helmsdale Drive","Cary","NC","27511",T,"MHL-092-107","Educare Community Living Corporation - North Carolina",08/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Keisha Douglas","(919)468-6044","","","","","","Patrick Kelley","","MHL"
"921970","Mental Health Homes","Hickory Avenue Home","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)552-5407","","(919)552-2738","","","112 Hickory Avenue","Holly Springs","NC","27540",T,"MHL-092-097","VOCA Corporation of North Carolina",10/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Duke Nyabera","(919)387-1011","","","","VOCA Corporation of America","2420 Reliance Avenue, Voca Corporation of America Apex, NC 27539-","Patrick G Kelly","","MHL"
"931971","Mental Health Homes","Hickory II Group Home","1200 Navaho Drive","","Raleigh","NC","27609","Lee","(919)775-3094","","(919)776-1495","","","322 Hickory Avenue","Sanford","NC","27330",T,"MHL-053-022","VOCA Corporation of North Carolina",02/01/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jermaine Kearney","(919)775-3094","","","","","","VOCA Community Alternatives-North Carolina","9901 Linn Station Road Louisville, KY 40223","MHL"
"922849","Mental Health Homes","Highway 117 Group Home","PO Box 11077","","Goldsboro","NC","27532","Wayne","(919)734-8803","","(919)735-9643","","","3801 US 117 North","Goldsboro","NC","27530",T,"MHL-096-020","NOVA IC, Inc.",12/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Candra Hill","(919)734-8803","","","","","","Kimberly D Ford","","MHL"
"060710","Mental Health Homes","Hilltop Home","PO Box 46749","","Raleigh","NC","27620-6749","Wake","(919)231-8315","","(919)861-0015","","","2820 Kidd Road","Raleigh","NC","27610-1842",T,"MHL-092-005","Hilltop Home, Inc.",03/01/1985,01/01/2018,12/31/2018,F,F,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Diane P VanHusen","(919)231-8315","","","","","","Hilltop Home, Inc.","PO Box 46749 Raleigh, NC 27620-6749","MHL"
"921984","Mental Health Homes","Hoffman Group Home","15235 Airport Road","","Maxton","NC","28364","Richmond","(910)281-5623","","(910)844-9668","","","104 Teal Street","Hoffman","NC","28347",T,"MHL-077-011","RHA Health Services NC, LLC",08/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mr Riandy R Robinson","(910)281-5623","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church St Asheville, NC 28801","MHL"
"944936","Mental Health Homes","Holden Group Home","1508 Gatewood Ave","","Greensboro","NC","27405","Guilford","(336)547-0780","","(336)271-6984","","","517 North Holden Road","Greensboro","NC","27410",T,"MHL-041-119","RHA Health Services NC, LLC",08/03/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shelia Shaw","(336)273-6105","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","One Buckhead Plaza,  suite 900, 3060 Peachtree Road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"944300","Mental Health Homes","Holliday's Place Group Home","1234 Hoke Loop Road","","Fayetteville","NC","28314","Cumberland","(910)864-4300","","(910)826-7649","","","1108 Quail-Meadow Drive","Fayetteville","NC","28314",T,"MHL-026-851","D & L Health Care Services, Incorporated",04/15/2008,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Laura D Lloyd","(910)826-7648","","","","","","Eunice Galarza","","MHL"
"921990","Mental Health Homes","Hollingswood Group Home","190 Commerce Boulevard","","Statesville","NC","28625","Iredell","(704)872-3257","","(704)872-3651","","","214 Hollingswood Drive","Statesville","NC","28625",T,"MHL-049-025","RHA Health Services NC, LLC",07/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Michael Heller","(704)872-3257","","RHA Health Management Services, LLC","17 Church St Asheville, NC 28801-","Residential Healthcare Affiliates Inc","1200 Ridgefield Blvd  suite 270 Asheville, NC 28806","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"090436","Mental Health Homes","Holloway Street Home","2527 E. Lyon Station Rd","","Creedmoor","NC","27522","Durham","(919)528-2558","","(919)528-2971","","","4795 Stanley Road","Durham","NC","27704",T,"MHL-032-061","RHA Health Services NC, LLC",03/05/1991,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Carlos Scott","(919)528-2558","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","RHA Health Services Inc","17 Church Street Asheville, NC 28801-","Gordon Simmons","","MHL"
"000342","Mental Health Homes","Holly Street Home","PO Box 11077","","Goldsboro","NC","27532","Wayne","(919)734-8803","","(919)735-9643","","","1509 Holly Street","Goldsboro","NC","27530",T,"MHL-096-114","Nova IC, Inc.",04/12/2000,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Candra Hill","(919)734-8803","","","","","","Kimberly D Ford","","MHL"
"921533","Mental Health Homes","Holy Angels Services-McAuley Residences","6600 Wilkinson Blvd.    PO Box 710","","Belmont","NC","28012","Gaston","(704)825-4161","","(704)825-0401","","","McAuley Circle","Belmont","NC","28012",T,"MHL-036-037","Holy Angels Services, Inc.",05/01/1992,01/01/2018,12/31/2018,T,F,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Regina P Moody","(704)825-4161","","","","","","Regina P Moody","","MHL"
"944881","Mental Health Homes","Hope Mills Home","2248 Wingate Road","","Fayetteville","NC","28304","Cumberland","(910)424-2121","","(910)424-7045","","","5713 Newton Street","Hope Mills","NC","28348",T,"MHL-026-020","RHA Health Services NC, LLC",08/03/1988,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Samantha Scott","(910)424-2121","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"970227","Mental Health Homes","Huntleigh","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)876-3834","","(919)876-3933","","","3300 Huntleigh Drive","Raleigh","NC","27604",T,"MHL-092-261","Educare Community Living Corporation - North Carolina",02/19/1997,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Duke Nyabera","(919)387-1011","","","","ResCare Inc","10140 Linn Station Rd Louisville, KY 40223","Educare Community Living Corporation - North Carolina","1200 Navaho Drive Raleigh, NC 27609-","MHL"
"922027","Mental Health Homes","Idlewood Group Home","2609 Royall Avenue","","Goldsboro","NC","27534","Halifax","(252)537-4386","","(252)308-0337","","","28 Wood Glenn Road","Roanoke Rapids","NC","27870",T,"MHL-042-009","Life, Inc.",08/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Calvette Cooper","(252)537-4386","","","","","","Sharon L Raynor","","MHL"
"922041","Mental Health Homes","Iotla Street Group Home","P.O. Box 698","","Franklin","NC","28744","Macon","(828)524-5888","","(828)369-5758","","","406 Lotla Street","Franklin","NC","28734",T,"MHL-056-005","Macon Citizens Habilities, Inc.",10/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Christi Huff","(828)524-5888","","","","","","Jeannie B Garrett","","MHL"
"922044","Mental Health Homes","Irene Wortham Residential Center-Azalea","916 West Chapel Road","","Asheville","NC","28803","Buncombe","(828)274-7518","","(828)274-1582","","","16 Azalea Street","Asheville","NC","28803",T,"MHL-011-036","Irene Wortham Residential Center, Inc.",07/24/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Matthew Henry","(828)274-7518","","","","","","Matthew Henry","916 West Chapel Road Asheville, NC 28803-","MHL"
"960009","Mental Health Homes","IWC-Rose Street Home","916 West Chapel Road","","Asheville","NC","28803","Buncombe","(828)274-7518","","(828)274-1582","","","1 Rose Street W","Asheville","NC","28803",T,"MHL-011-022","Irene Wortham Residential Center, Inc.",12/02/1987,01/31/2018,12/31/2018,T,F,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Matthew Henry","(828)274-7518","","","","","","R Matthew Henry","916 West Chapel Road Asheville, NC 28803-","MHL"
"956171","Mental Health Homes","IWRC-Dogwood","916 W. Chapel Road","","Asheville","NC","28803","Buncombe","(828)274-7518","","(828)274-1582","","","2 Rose Street W","Asheville","NC","28803",T,"MHL-011-108","Irene Wortham Residential Center, Inc.",07/07/1995,01/31/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Matthew Henry","(828)274-7518","","","","","","R  Matthew Henry","916 W. Chapel Road Asheville, NC 28803-","MHL"
"922048","Mental Health Homes","Jade Tree","1310 Corporation Parkway, Suite H","","Raleigh","NC","27610","Wake","(919)954-0560","","(919)877-0801","","","6501 Jade Tree Lane","Raleigh","NC","27615",T,"MHL-092-091","Autism Services, Inc.",08/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Alyse Shirley","(919)255-9011","","ARC-HDS","5509 A WEST FRIENDLY AVE, SUITE 101 GREENSBORO, NC 27410","","","Alyse Shirley","","MHL"
"922077","Mental Health Homes","Karen Lane Home","350 Pee Dee Ave, Suite 101","","Albemarle","NC","28001","Union","(704)283-2336","","(704)282-4902","","","3224 Karen Lane","Monroe","NC","28112",T,"MHL-090-026","Monarch",08/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Christy Shaver","(704)986-1534","","","","","","Peggy S Terhune","","MHL"
"922084","Mental Health Homes","Kenwood Drive Home","1310 Corporation Parkway, Ste. H","","Raleigh","NC","27610","Durham","(919)251-9156","","(919)251-9157","","","5004 Kenwood Road","Durham","NC","27712",T,"MHL-032-079","Autism Services, Inc.",04/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Alyse Shirley","(919)255-9011","","ARC-HDS","5509 A WEST FRIENDLY AVE, SUITE 101 GREENSBORO, NC 27410","","","Alyse Shirley","","MHL"
"922086","Mental Health Homes","Keywest Center","1722 Athens Avenue","","Durham","NC","27707","Durham","(919)682-9392","","(919)564-7543","","","1722 Athens Avenue","Durham","NC","27707",T,"MHL-032-049","The Keywest Center, Inc.",03/01/1990,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Gwendolyn Johnson","(919)682-9392","","","","","","Tony Bullock","","MHL"
"060531","Mental Health Homes","Kimberly Road","350 Pee Dee Ave, Suite 101","","Albemarle","NC","28001","Craven","(252)634-1715","","(704)982-5279","","","1503 Kimberly Road","New Bern","NC","28563",T,"MHL-025-069","Monarch",03/14/1995,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Melissa Hall","(704)986-1500","","","","","","Peggy S Terhune","","MHL"
"956230","Mental Health Homes","King George Group Home","1793 Briley Road","","Greenville","NC","27834","Pitt","(252)321-5813","","(252)752-0514","","","323 King George Road","Greenville","NC","27834",T,"MHL-074-049","RHA Health Services NC, LLC",08/15/1995,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Cynthia Stevens","(252)321-5813","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","Resource Healthcare of America Inc","One Buckhead Plaza  Suite 900, 3060 Peachtree NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"990772","Mental Health Homes","Konnoak Group Home","P.O. Box 150","","Wilkesboro","NC","28697","Forsyth","(336)788-5543","","(336)788-9557","","","2901 Konnoak Drive","Winston Salem","NC","27127",T,"MHL-034-113","ResCare of North Carolina-EduCare Community Living",05/28/1999,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shane Ferguson","(336)788-5543","","","","Res-Care Inc","","Patrick Kelley","","MHL"
"922264","Mental Health Homes","LaGrange Home","PO Box 11077","","Goldsboro","NC","27532","Lenoir","(252)566-2080","","(919)735-9643","","","405 West Washington Street","La Grange","NC","28551",T,"MHL-054-019","Nova IC, Inc.",12/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Candra Hill","(919)734-8803","","","","","","Kimberly Daniel Ford","","MHL"
"925332","Mental Health Homes","Lakeview","195 Ervin Woods Dr.","","Kannapolis","NC","28081","Mecklenburg","(704)366-5108","","(704)925-8140","","","5927 Lakeview Drive","Charlotte","NC","28270",T,"MHL-060-237","RHA Health Services NC, LLC",11/23/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Katherine Benton","(704)925-8041","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","Resource Healthcare of America Inc","One Buckhead Plaza  Suite 900, 3060 Peachtree NW Atlanta, NC 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922099","Mental Health Homes","Lakewood","176 Wildcat Road","","Deep Gap","NC","28618","Wilkes","(336)973-2725","","(828)262-5730","","","554 Ridge Lane","Wilkesboro","NC","28697",T,"MHL-097-015","RHA Health Services NC, LLC",02/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Luray Rominger","(336)973-2725","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","Residential Healthcare Affiliated Inc","1200 Ridgecrest Blvd.  Suite 270 Asheville, NC 28206-","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922107","Mental Health Homes","Laura Springs Road Home","211 Roseman Lane","","Cleveland","NC","27013","Rowan","(704)278-9681","","(704)278-4799","","","309 Laura Springs Drive","Salisbury","NC","28144",T,"MHL-080-006","RHA Health Services NC, LLC",02/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Lisa Jones","(704)278-9681","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922109","Mental Health Homes","Laurelwood Group Home","P.O. Box 1080","","Lenoir","NC","28645","McDowell","(828)659-3524","","(828)728-9953","","","109 Lonon Avenue","Marion","NC","28752",T,"MHL-059-011","ComServ, Inc.",05/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Paige Anderson","(828)728-9288","","ComServ,Inc","P.O. Box 1080 Lenoir, NC 28645-","","","Dawn Kelly","","MHL"
"925240","Mental Health Homes","Leaves","818 Tyvola Road Suite 104","","Charlotte","NC","28217","Mecklenburg","(704)598-9932","","(704)558-4773","","","7106 Leaves Lane","Charlotte","NC","28213",T,"MHL-060-236","Educare Community Living Corporation - North Carolina",10/31/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Denise Derkowski","(704)519-0077","","","","ResCare Inc","10140 Linn Station Rd. Louisville, KY 40223","Douglas Russell","","MHL"
"922117","Mental Health Homes","Lee Forest Home","15235 Airport Road","","Maxton","NC","28364","Scotland","(910)844-9664","","(910)844-9668","","","1209 Pellham Drive","Laurinburg","NC","28352",T,"MHL-083-007","RHA Health Services NC, LLC",12/01/1989,01/01/2018,12/13/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mr Randy Robinson","(910)844-9664","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","RHA/North Carolina MR Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Rd NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28806","MHL"
"922126","Mental Health Homes","Lewis Fork Homes I & II","176 Wildcat Road","","Deep Gap","NC","28618","Wilkes","(336)973-8151","","(828)262-5730","","","1388 Lewis Fork Baptist Church Rd.","Ferguson","NC","28624",T,"MHL-097-011","RHA Health Services NC, LLC",08/01/1989,01/01/2018,12/31/2018,T,F,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Luray Rominger","(336)973-8151","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","Resource Healthcare of America Inc","One Buckhead Plaza   Suite 900, 3060 Peachtree Road Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"970428","Mental Health Homes","Life Inc./King Street Group Home","2609 Royall Avenue","","Goldsboro","NC","27534","Halifax","(252)583-1984","","(252)583-1615","","","117 King Street","Halifax","NC","27839",T,"MHL-042-028","Life, Inc.",02/05/1998,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mr Ricky Richmond","(252)583-1984","","","","","","Sharon L Raynor","","MHL"
"922097","Mental Health Homes","LIFE, Inc./ Lakeview","2609 Royall Ave.","","Goldsboro","NC","27534","Halifax","(252)535-4031","","(252)308-0337","","","102 Midway Lane","Roanoke Rapids","NC","27870",T,"MHL-042-010","Life, Inc.",10/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Calvette Cooper","(252)535-4031","","","","","","Beatrice W Lamb","","MHL"
"955733","Mental Health Homes","LIFE, Inc./Albemarle Group Home","2609 Royall Ave.","","Goldsboro","NC","27534","Chowan","(252)482-7909","","(252)482-5584","","","243 Coke Avenue","Edenton","NC","27932",T,"MHL-021-006","Life, Inc.",06/12/1995,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Wendy Faircloth","(252)482-7909","","","","","","Sharon L Raynor","","MHL"
"956891","Mental Health Homes","LIFE, Inc./Beaufort Heights Group Home","2609 Royall Avenue","","Goldsboro","NC","27534","Beaufort","(252)946-4133","","(252)974-1211","","","103 Circle Street","Washington","NC","27889",T,"MHL-007-014","LIFE, Inc.",10/31/1995,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Susan Ayers","(252)946-4133","","","","","","Sharon L Raynor","","MHL"
