OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,FCODE,GNIS_ID,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,SDR
3353,11612926,WATAUGA COUNTY HEALTH DEPARTMENT,828-264-6635,126 POPLAR GROVE CONNECTOR, ,BOONE,NC,28607,5915,WATAUGA,37189, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,109846430,-81.693101,36.219831,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.APPHEALTH.COM/WATAUGA/INDEX.PHP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3360,11612917,SURRY COUNTY HEALTH DEPARTMENT,336-401-8410,118 HAMBY ROAD,SURRY COUNTY HEALTH AND NUTRITION CENTER,DOBSON,NC,27017,8471,SURRY,37171, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102443855,-80.7074978,36.3937053,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SURRY.COM/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3361,11612882,HYDE COUNTY HEALTH DEPARTMENT,252-926-4200,1151 MAIN STREET, ,SWAN QUARTER,NC,27885,9754,HYDE,37095, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,123632299,-76.3191927,35.4203481,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HYDEHEALTH.COM/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3362,11612893,MECKLENBURG COUNTY HEALTH DEPARTMENT,704-336-4700,249 BILLINGSLEY ROAD, ,CHARLOTTE,NC,28211,1003,MECKLENBURG,37119, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,28233066,-80.8071145,35.1933505,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.MECKHEALTH.ORG,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3363,11612896,MOORE COUNTY HEALTH DEPARTMENT,910-947-3300,705 PINEHURST AVENUE, ,CARTHAGE,NC,28327, ,MOORE,37125, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102881448,-79.4145359,35.3357306,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MOORECOUNTYNC.GOV/INDEX.PHP/MNU-HEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3364,11612927,WAYNE COUNTY HEALTH DEPARTMENT,919-731-1302,301 NORTH HERMAN STREET, ,GOLDSBORO,NC,27530,2973,WAYNE,37191, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102620376,-77.9834401,35.3825201,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WAYNEGOV.COM/165810410142431703/SITE/DEFAULT.ASP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3365,11612875,GUILFORD COUNTY HEALTH DEPARTMENT,336-641-3288,1203 MAPLE STREET, ,GREENSBORO,NC,27405,6910,GUILFORD,37081, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,17057239,-79.7780596,36.0914112,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.GUILFORD.NC.US/PUBLICHEALTH/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3367,11612906,PITT COUNTY HEALTH DEPARTMENT,252-902-2300,201 GOVERNMENT CIRCLE, ,GREENVILLE,NC,27834,8198,PITT,37147, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,772077018,-77.3635954,35.6372337,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.PITTCOUNTYNC.GOV/DEPTS/HEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3368,11612904,PERQUIMANS COUNTY HEALTH DEPARTMENT,252-426-2100,103 ARPDC STREET, ,HERTFORD,NC,27944,1219,PERQUIMANS,37143, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,90917885,-76.467269,36.1809335,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3393,11612922,GRANVILLE-VANCE DISTRICT HEALTH DEPARTMENT - VANCE COUNTY,252-492-7915,115 CHARLES ROLLINS ROAD, ,HENDERSON,NC,27536,2946,VANCE,37181, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,705086405,-78.4496099,36.3293854,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.GVDHD.ORG,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3407,11612830,LINCOLN COUNTY HEALTH DEPARTMENT,704-735-3001,151 SIGMON ROAD, ,LINCOLNTON,NC,28092,8577,LINCOLN,37109, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102604507,-81.246609,35.4919577,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.LINCOLNCOUNTY.ORG/INDEX.ASPX?NID=117,80028,1007774,TECHNIGRAPHICS,LOCAL,0, ,YES
3408,11612912,ROWAN COUNTY HEALTH DEPARTMENT,704-216-8777,1811 EAST INNES STREET, ,SALISBURY,NC,28146,6030,ROWAN,37159, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102409875,-80.4570413,35.6481541,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.ROWAN.NC.US/GOVERNMENT/DEPARTMENTS/HEALTHDEPARTMENT/TABID/139/DEFAULT.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2029,11612890,MADISON COUNTY HEALTH DEPARTMENT,828-649-3531,493 MEDICAL PARK DRIVE, ,MARSHALL,NC,28753,3901,MADISON,37115, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125085888,-82.6407944,35.8208039,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MADISONCOUNTYPUBLICHEALTHNOW.COM/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2067,11612872,GRAHAM COUNTY HEALTH DEPARTMENT,828-479-7900,21 SOUTH MAIN STREET, ,ROBBINSVILLE,NC,28771, ,GRAHAM,37075, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102633996,-83.8061622,35.3221327,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.GRAHAMCOUNTY.ORG/GRAHAMCOUNTY_DEPARTMENTS_HEALTH.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2101,11612841,AVERY COUNTY HEALTH DEPARTMENT,828-733-6031,545 SCHULTZ CIRCLE, ,NEWLAND,NC,28657, ,AVERY,37011, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,124769422,-81.9269495,36.0859771,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.AVERYCOUNTYNC.GOV/HEALTHDEPARTMENT.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2109,11612919,TRANSYLVANIA COUNTY HEALTH DEPARTMENT,828-884-3135,203 EAST MORGAN STREET,COMMUNITY SERVICES BUILDING,BREVARD,NC,28712,3742,TRANSYLVANIA,37175, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102660723,-82.7339133,35.2310528,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://HEALTH.TRANSYLVANIACOUNTY.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2129,11612913,RUTHERFORD COUNTY HEALTH DEPARTMENT,828-287-6101,221 CALLAHAN KOON ROAD, ,SPINDALE,NC,28160,2207,RUTHERFORD,37161, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125089168,-81.9099201,35.3487375,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RPMHD.ORG/RUTH.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2130,11612853,RUTHERFORD POLK MCDOWELL DISTRICT HEALTH DEPARTMENT,828-287-6488,221 CALLAHAN KOON ROAD, ,SPINDALE,NC,28160,2207,RUTHERFORD,37161, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125089168,-81.9099204,35.3487375,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RPMHD.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2241,11612918,SWAIN COUNTY HEALTH DEPARTMENT,828-488-3198,545 CENTER STREET, ,BRYSON CITY,NC,28713,6609,SWAIN,37173, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125066597,-83.4444936,35.4361934,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SWAINCOUNTYNC.GOV/HEALTH.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2315,11612884,JACKSON COUNTY DEPARTMENT OF PUBLIC HEALTH,828-586-8994,538 SCOTTS CREEK ROAD,SUITE 100,SYLVA,NC,28779,5281,JACKSON,37099, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102622750,-83.2046456,35.3886669,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://HEALTH.JACKSONNC.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2360,11612878,HAYWOOD COUNTY HEALTH DEPARTMENT,828-452-6675,2177 ASHEVILLE ROAD, ,WAYNESVILLE,NC,28786,3139,HAYWOOD,37087, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,116060315,-82.9648068,35.505434,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HAYWOODNC.NET/INDEX.PHP?OPTION=COM_CONTENT&VIEW=ARTICLE&ID=92&ITEMID=87,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2361,11612892,MCDOWELL COUNTY HEALTH DEPARTMENT,828-652-6811,140 SPAULDING ROAD, ,MARION,NC,28752,5172,MCDOWELL,37111, , , , ,2009-12-21T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102898822,-82.0295374,35.6667176,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://MAIN.NC.US/MCDOWELL/HEALTHDEPT2.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2367,11612846,BUNCOMBE COUNTY HEALTH CENTER,828-250-5000,35 WOODFIN STREET, ,ASHEVILLE,NC,28801,3020,BUNCOMBE,37021, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102573581,-82.5487572,35.5977384,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.BUNCOMBECOUNTY.ORG/GOVERNING/DEPTS/HEALTH/DEFAULT.ASP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2399,11612889,MACON COUNTY HEALTH DEPARTMENT,828-349-2420,1830 LAKESIDE DRIVE, ,FRANKLIN,NC,28734,6778,MACON,37113, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,124774158,-83.3715848,35.1967875,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.MACONNC.ORG/HEALTHDEPT,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2406,11612894,MITCHELL COUNTY HEALTH DEPARTMENT,828-688-2371,130 FOREST SERVICE DRIVE, ,BAKERSVILLE,NC,28705,7047,MITCHELL,37121, , , , ,2009-12-18T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,116040729,-82.1154953,35.9668777,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2455,11612879,HENDERSON COUNTY DEPARTMENT OF PUBLIC HEALTH,828-692-4223,1200 SPARTANBURG HIGHWAY,SUITE 100,HENDERSONVILLE,NC,28792,5828,HENDERSON,37089, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102943511,-82.4411522,35.3030571,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.HENDERSONCOUNTYNC.ORG/HEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2469,11612907,POLK COUNTY HEALTH DEPARTMENT,828-894-8271,161 WALKER STREET, ,COLUMBUS,NC,28722,9433,POLK,37149, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102658253,-82.1974033,35.2496163,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RPMHD.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2543,11612837,ALEXANDER COUNTY HEALTH DEPARTMENT,828-632-9704,338 1ST AVENUE SOUTHWEST,SUITE 1,TAYLORSVILLE,NC,28681,2402,ALEXANDER,37003, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,707617687,-81.1799086,35.9203434,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.ALEXANDER.NC.US/HEALTH.PHP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2544,11612838,ALLEGHANY COUNTY HEALTH DEPARTMENT,336-372-5641,157 HEALTH SERVICES ROAD, ,SPARTA,NC,28675, ,ALLEGHANY,37005, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,777922133,-81.1459649,36.492344,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.APPHEALTH.COM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2557,11612836,ALAMANCE COUNTY HEALTH DEPARTMENT,336-227-0101,319 NORTH GRAHAM HOPEDALE ROAD,FIRST FLOOR,BURLINGTON,NC,27217,2972,ALAMANCE,37001, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102474580,-79.4052922,36.100557,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.ALAMANCE-NC.COM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2582,11612869,FRANKLIN COUNTY HEALTH DEPARTMENT,919-496-8110,107 INDUSTRIAL DRIVE,SUITE C,LOUISBURG,NC,27549,2307,FRANKLIN,37069, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102470544,-78.2894991,36.1043744,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.FRANKLIN.NC.US/DOCS/HEALTH/INDEX.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2598,11612831,DARE COUNTY HEALTH DEPARTMENT,252-475-5003,109 EXETER STREET, ,MANTEO,NC,27954,9400,DARE,37055, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,90926449,-75.6744475,35.9033124,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DARENC.COM/DEPTS/HEALTH/INDEX.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2602,11612864,DAVIE COUNTY HEALTH DEPARTMENT,336-751-8700,210 HOSPITAL STREET, ,MOCKSVILLE,NC,27028,2039,DAVIE,37059, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,709504605,-80.5710179,35.8988461,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.DAVIE.NC.US/DEPARTMENTS/HEALTH/HEALTH.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2604,11612920,TYRRELL COUNTY HEALTH DEPARTMENT,252-793-1750,408 BRIDGE STREET, ,COLUMBIA,NC,27925, ,TYRRELL,37177, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,90925733,-76.2519248,35.9187452,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2605,11612925,WASHINGTON COUNTY HEALTH DEPARTMENT,252-793-3023,198 NC HIGHWAY 45 NORTH, ,PLYMOUTH,NC,27962,9232,WASHINGTON,37187, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,108622654,-76.6930074,35.8748146,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2625,11612871,GATES COUNTY HEALTH DEPARTMENT,252-357-1380,25 MEDICAL CENTER ROAD, ,GATES,NC,27937,9816,GATES,37073, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,101852718,-76.6998639,36.4525292,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2643,11612859,CLEVELAND COUNTY HEALTH DEPARTMENT,704-484-5100,315 EAST GROVER STREET, ,SHELBY,NC,28150,3919,CLEVELAND,37045, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,767487566,-81.5349644,35.3029464,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.CCNCGOV.COM/PUBLIC/HEALTH/HOMEPAGE.HTM,80028,1007747,TECHNIGRAPHICS,LOCAL,0, ,YES
2650,11612842,BEAUFORT COUNTY HEALTH DEPARTMENT,252-946-1902,1436 HIGHLAND DRIVE, ,WASHINGTON,NC,27889,3222,BEAUFORT,37013, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,112087808,-77.0317704,35.5538803,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.BCHD.NET,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
