ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE_DATE,WEBSITE,ALT_NAME,OWNERSHIP,BEDS,TRAUMA,HELIPAD,GEN_FACILITY_TYPE
8028301,HIGHSMITH-RAINEY MEMORIAL HOSPITAL,150 ROBESON ST,FAYETTEVILLE,NC,28301,NOT AVAILABLE,(910) 609-1434,GENERAL ACUTE CARE,OPEN,CUMBERLAND,USA,35.05430317,-78.8881543,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.capefearvalley.com/hospitals/hrsh.html,NOT AVAILABLE,NON-PROFIT,66,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
7928741,HIGHLANDS-CASHIERS HOSPITAL,190 HOSPITAL DR,HIGHLANDS,NC,28741,NOT AVAILABLE,(828) 526-1200,GENERAL ACUTE CARE,OPEN,MACON,USA,35.08658651,-83.18589113,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.hchospital.org,NOT AVAILABLE,NON-PROFIT,24,NOT AVAILABLE,Y,HOSPITAL
7827261,HIGH POINT REGIONAL HEALTH SYSTEM,601 N ELM ST,HIGH POINT,NC,27261,NOT AVAILABLE,(336) 878-6000,GENERAL ACUTE CARE,OPEN,GUILFORD,USA,35.9628238,-80.01339432,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.highpointregional.com,NOT AVAILABLE,NON-PROFIT,384,NOT AVAILABLE,Y,HOSPITAL
7727886,VIDANTE EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NOT AVAILABLE,(252) 641-7700,GENERAL ACUTE CARE,OPEN,EDGECOMBE,USA,35.92103141,-77.55591562,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.vidanthealth.com/edgecombe/,NOT AVAILABLE,NON-PROFIT,117,NOT AVAILABLE,Y,HOSPITAL
7628721,MEDWEST - HAYWOOD,262 LEROY GEORGE DR,CLYDE,NC,28721,NOT AVAILABLE,(828) 456-7311,GENERAL ACUTE CARE,OPEN,HAYWOOD,USA,35.52538128,-82.94250888,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.haymed.org,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,190,NOT AVAILABLE,Y,HOSPITAL
7528779,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,NOT AVAILABLE,(828) 586-7000,GENERAL ACUTE CARE,OPEN,JACKSON,USA,35.38601089,-83.20300137,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.myharrisregional.com/,NOT AVAILABLE,NON-PROFIT,86,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
7427870,HALIFAX REGIONAL MEDICAL CENTER,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NOT AVAILABLE,(252) 535-8011,GENERAL ACUTE CARE,OPEN,HALIFAX,USA,36.43200621,-77.64641412,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.halifaxmedicalcenter.org,NOT AVAILABLE,NON-PROFIT,206,NOT AVAILABLE,Y,HOSPITAL
7327565,GRANVILLE HEALTH SYSTEM,1010 COLLEGE ST,OXFORD,NC,27565,NOT AVAILABLE,(919) 690-3000,GENERAL ACUTE CARE,OPEN,GRANVILLE,USA,36.32641569,-78.59335192,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.granvillemedical.com,NOT AVAILABLE,GOVERNMENT - LOCAL,142,NOT AVAILABLE,Y,HOSPITAL
7228655,CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,NOT AVAILABLE,(828) 580-5000,GENERAL ACUTE CARE,OPEN,BURKE,USA,35.72639117,-81.65449228,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.blueridgehealth.org/morganton.html,NOT AVAILABLE,NON-PROFIT,315,NOT AVAILABLE,Y,HOSPITAL
7128053,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,GASTONIA,NC,28053,NOT AVAILABLE,(704) 834-2121,GENERAL ACUTE CARE,OPEN,GASTON,USA,35.2726615,-81.13926383,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.caromont.org,GASTON MEMORIAL HOSPITAL,NON-PROFIT,435,LEVEL I,Y,HOSPITAL
7028601,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NOT AVAILABLE,(828) 315-5000,GENERAL ACUTE CARE,OPEN,CATAWBA,USA,35.73734647,-81.33727084,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.fryemedctr.com,NOT AVAILABLE,PROPRIETARY,355,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
6927549,FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DR,LOUISBURG,NC,27549,NOT AVAILABLE,(919) 496-5131,GENERAL ACUTE CARE,CLOSED,FRANKLIN,USA,36.11230617,-78.29353379,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2012-07-03T00:00:00.000Z,https://www.novanthealth.org/franklin-medical-center.aspx,NOT AVAILABLE,NON-PROFIT,83,NOT AVAILABLE,Y,HOSPITAL
6827103,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PKWY,WINSTON SALEM,NC,27103,NOT AVAILABLE,(336) 718-5000,GENERAL ACUTE CARE,OPEN,FORSYTH,USA,36.07555041,-80.29728716,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.novanthealth.org/forsyth-medical-center.aspx,NOT AVAILABLE,NON-PROFIT,919,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
6728379,FIRSTHEALTH RICHMOND MEMORIAL HOSPITAL,925 LONG DR,ROCKINGHAM,NC,28379,NOT AVAILABLE,(910) 417-3000,GENERAL ACUTE CARE,OPEN,RICHMOND,USA,34.9285935,-79.74991018,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.firsthealth.org/Hospitals%20&%20Facilities/Richmond%20Memorial%20Hospital/index.asp,NOT AVAILABLE,NON-PROFIT,99,NOT AVAILABLE,Y,HOSPITAL
6628374,FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,155 MEMORIAL DR,PINEHURST,NC,28374,NOT AVAILABLE,(910) 215-1000,GENERAL ACUTE CARE,OPEN,MOORE,USA,35.20529935,-79.45643853,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.firsthealth.org,NOT AVAILABLE,NON-PROFIT,372,NOT AVAILABLE,Y,HOSPITAL
6527371,FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,520 ALLEN ST,TROY,NC,27371,NOT AVAILABLE,(910) 572-1301,GENERAL ACUTE CARE,OPEN,MONTGOMERY,USA,35.36481124,-79.8903683,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.firsthealth.org,NOT AVAILABLE,NON-PROFIT,37,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
6427704,DUKE REGIONAL HOSPITAL,3643 N ROXBORO RD,DURHAM,NC,27704,NOT AVAILABLE,(919) 470-4000,GENERAL ACUTE CARE,OPEN,DURHAM,USA,36.03679359,-78.90025454,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.dukeregional.org/,NOT AVAILABLE,NON-PROFIT,369,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
6328349,VIDANT DUPLIN HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,NOT AVAILABLE,(910) 296-0941,GENERAL ACUTE CARE,OPEN,DUPLIN,USA,34.96527968,-77.96191331,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.vidanthealth.com/duplin/default.aspx,NOT AVAILABLE,NON-PROFIT,101,NOT AVAILABLE,Y,HOSPITAL
6227710,DUKE UNIVERSITY HOSPITAL,2301 ERWIN RD,DURHAM,NC,27710,NOT AVAILABLE,(919) 684-8076,GENERAL ACUTE CARE,OPEN,DURHAM,USA,36.0070498,-78.93775811,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.dukehealth.org,NOT AVAILABLE,NON-PROFIT,943,LEVEL I,Y,HOSPITAL
6127611,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27611,NOT AVAILABLE,(919) 954-3000,GENERAL ACUTE CARE,OPEN,WAKE,USA,35.82853257,-78.61812596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.dukehealthraleigh.org,NOT AVAILABLE,NON-PROFIT,186,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
6028687,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSVILLE RD,STATESVILLE,NC,28687,NOT AVAILABLE,(704) 873-0281,GENERAL ACUTE CARE,OPEN,IREDELL,USA,35.81842867,-80.82871474,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.davisregional.com,NOT AVAILABLE,PROPRIETARY,149,NOT AVAILABLE,Y,HOSPITAL
5927028,DAVIE COUNTY HOSPITAL,223 HOSPITAL ST,MOCKSVILLE,NC,27028,NOT AVAILABLE,(336) 751-8100,GENERAL ACUTE CARE,OPEN,DAVIE,USA,35.8993762,-80.57179142,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.daviehospital.org,NOT AVAILABLE,NON-PROFIT,81,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
5828017,CRAWLEY MEMORIAL HOSPITAL,315 W COLLEGE AVE,SHELBY,NC,28017,NOT AVAILABLE,(704) 434-9466,GENERAL ACUTE CARE,CLOSED,CLEVELAND,USA,35.24985309,-81.67641059,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2012-07-03T00:00:00.000Z,http://www.clevelandcountyhealthcaresystem.com/crawleymemorial.html,NOT AVAILABLE,NON-PROFIT,60,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
5728561,CAROLINA EAST HEALTH SYSTEM,2000 NEUSE BLVD,NEW BERN,NC,28561,NOT AVAILABLE,(252) 633-8640,GENERAL ACUTE CARE,OPEN,CRAVEN,USA,35.11340193,-77.06594289,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.carolinaeasthealth.com/,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,350,NOT AVAILABLE,Y,HOSPITAL
5628472,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NOT AVAILABLE,(910) 642-8011,GENERAL ACUTE CARE,OPEN,COLUMBUS,USA,34.33773429,-78.69412409,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.crhealthcare.org,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,154,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
5528150,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,201 E GROVER ST,SHELBY,NC,28150,NOT AVAILABLE,(704) 487-3245,GENERAL ACUTE CARE,OPEN,CLEVELAND,USA,35.30290424,-81.53639421,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.carolinashealthcare.org/cleveland,CLEVELAND REGIONAL MEDICAL CENTER,NON-PROFIT,241,LEVEL III,Y,HOSPITAL
5427932,VIDANT CHOWAN HOSPITAL,211 VIRGINIA RD,EDENTON,NC,27932,NOT AVAILABLE,(252) 482-8451,GENERAL ACUTE CARE,OPEN,CHOWAN,USA,36.06997928,-76.61120353,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.vidanthealth.com,CHOWAN HOSPITAL,NON-PROFIT,89,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
5327344,"CHATHAM HOSPITAL, INC.",475 PROGRESS BLVD,SILER CITY,NC,27344,NOT AVAILABLE,(919) 663-2113,GENERAL ACUTE CARE,OPEN,CHATHAM,USA,35.7229545,-79.42085536,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.chathamhospital.org,NOT AVAILABLE,NON-PROFIT,25,NOT AVAILABLE,Y,HOSPITAL
5228646,"CHARLES A. CANNON, JR. MEMORIAL HOSPITAL",434 HOSPITAL DR,LINVILLE,NC,28646,NOT AVAILABLE,(828) 737-7000,GENERAL ACUTE CARE,OPEN,AVERY,USA,36.06031792,-81.88935711,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://https://apprhs.org/locations/cannon-memorial-hospital,NOT AVAILABLE,NON-PROFIT,50,NOT AVAILABLE,Y,HOSPITAL
5127330,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NOT AVAILABLE,(919) 774-2100,GENERAL ACUTE CARE,OPEN,LEE,USA,35.46907449,-79.18720488,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.centralcarolinahosp.com,NOT AVAILABLE,PROPRIETARY,127,NOT AVAILABLE,Y,HOSPITAL
5028602,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NOT AVAILABLE,(828) 326-3800,GENERAL ACUTE CARE,OPEN,CATAWBA,USA,35.71385557,-81.26734191,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.catawbavalleymc.org,NOT AVAILABLE,GOVERNMENT - LOCAL,258,NOT AVAILABLE,Y,HOSPITAL
4928557,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NOT AVAILABLE,(252) 808-6000,GENERAL ACUTE CARE,OPEN,CARTERET,USA,34.7262095,-76.75504117,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.ccgh.org,NOT AVAILABLE,GOVERNMENT - LOCAL,135,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
4828012,CAROLINAS REHABILITATION - MOUNT HOLLY,275 BEATTY DR,BELMONT,NC,28012,NOT AVAILABLE,(704) 355-3398,REHABILITATION,OPEN,GASTON,USA,35.26315796,-81.03012871,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",2016-01-25T00:00:00.000Z,http://www.carolinashealthcare.org/carolinas-rehab,NOT AVAILABLE,GOVERNMENT - LOCAL,40,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
4728203,CAROLINAS REHABILITATION,1100 BLYTHE BLVD,CHARLOTTE,NC,28203,NOT AVAILABLE,(704) 355-4300,REHABILITATION,OPEN,MECKLENBURG,USA,35.20188495,-80.83871782,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",2016-01-25T00:00:00.000Z,http://www.carolinashealthcare.org/carolinas-rehab,NOT AVAILABLE,NON-PROFIT,70,LEVEL I,NOT AVAILABLE,HOSPITAL
4628232,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,CHARLOTTE,NC,28232,NOT AVAILABLE,(704) 355-2000,GENERAL ACUTE CARE,OPEN,MECKLENBURG,USA,35.20389989,-80.8389018,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.carolinasmedicalcenter.org,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,1132,I,Y,HOSPITAL
4528256,CAROLINAS MEDICAL CENTER-UNIVERSITY,8800 N TRYON ST,CHARLOTTE,NC,28256,NOT AVAILABLE,(704) 863-6000,GENERAL ACUTE CARE,OPEN,MECKLENBURG,USA,35.30675743,-80.74704794,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.carolinashealthcare.org/cmc-university,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,100,NOT AVAILABLE,Y,HOSPITAL
4428111,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28111,NOT AVAILABLE,(704) 283-3100,GENERAL ACUTE CARE,OPEN,UNION,USA,34.97570679,-80.52284241,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.carolinashealthcare.org/cmc-uniong,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,227,NOT AVAILABLE,Y,HOSPITAL
4328025,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NOT AVAILABLE,(704) 783-3000,GENERAL ACUTE CARE,OPEN,CABARRUS,USA,35.43610642,-80.60250804,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.carolinashealthcare.org/northeast,NOT AVAILABLE,NON-PROFIT,457,LEVEL III,Y,HOSPITAL
4228207,CAROLINAS MEDICAL CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NOT AVAILABLE,(704) 304-5000,GENERAL ACUTE CARE,OPEN,MECKLENBURG,USA,35.21015517,-80.82102909,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.carolinashealthcare.org/cmc-mercy,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,305,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
4128093,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28093,NOT AVAILABLE,(704) 735-3071,GENERAL ACUTE CARE,OPEN,LINCOLN,USA,35.48991814,-81.20359858,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.carolinashealthcare.org/body.cfm?id=7626,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,101,NOT AVAILABLE,Y,HOSPITAL
4028813,CAREPARTNERS REHABILITATION HOSPITAL,68 SWEETEN CREEK RD,ASHEVILLE,NC,28813,NOT AVAILABLE,(828) 274-2400,REHABILITATION,OPEN,BUNCOMBE,USA,35.56227109,-82.53131981,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",2016-01-25T00:00:00.000Z,http://www.carepartners.org,NOT AVAILABLE,NON-PROFIT,80,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
3928302,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DR,FAYETTEVILLE,NC,28302,NOT AVAILABLE,(910) 615-6700,GENERAL ACUTE CARE,OPEN,CUMBERLAND,USA,35.03183873,-78.93305368,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.capefearvalley.com,NOT AVAILABLE,NON-PROFIT,600,NOT AVAILABLE,Y,HOSPITAL
3828645,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,NOT AVAILABLE,(828) 757-5100,GENERAL ACUTE CARE,OPEN,CALDWELL,USA,35.91060653,-81.53516139,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.caldwell-mem.org,NOT AVAILABLE,NON-PROFIT,110,NOT AVAILABLE,Y,HOSPITAL
3728462,BRUNSWICK COMMUNITY HOSPITAL,240 HOSPITAL DR NE,BOLIVIA,NC,28462,NOT AVAILABLE,(910) 755-8121,GENERAL ACUTE CARE,CLOSED,BRUNSWICK,USA,34.00895807,-78.29090656,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2012-07-03T00:00:00.000Z,http://brunswicknovant.org/,NOT AVAILABLE,NON-PROFIT,60,NOT AVAILABLE,Y,HOSPITAL
3628777,"BLUE RIDGE REGIONAL HOSPITAL, INC",125 HOSPITAL DR,SPRUCE PINE,NC,28777,NOT AVAILABLE,(828) 765-4201,GENERAL ACUTE CARE,OPEN,MITCHELL,USA,35.91099,-82.06277435,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.spchospital.org,NOT AVAILABLE,NON-PROFIT,46,NOT AVAILABLE,Y,HOSPITAL
3528605,BLOWING ROCK HOSPITAL,418 CHESTNUT ST,BLOWING ROCK,NC,28605,NOT AVAILABLE,(828) 295-3136,GENERAL ACUTE CARE,CLOSED,WATAUGA,USA,36.12891689,-81.67791482,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2012-07-03T00:00:00.000Z,http://https://apprhs.org/locations/blowing-rock-hospital,NOT AVAILABLE,NON-PROFIT,100,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
3428337,CAPE FEAR VALLEY - BLADEN COUNTY HOSPITAL,501 S POPLAR ST,ELIZABETHTOWN,NC,28337,NOT AVAILABLE,(910) 862-5179,GENERAL ACUTE CARE,OPEN,BLADEN,USA,34.62243393,-78.60800449,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.capefearvalley.com/bladen/home.html,BLADEN COUNTY HOSPITAL,NON-PROFIT,58,NOT AVAILABLE,Y,HOSPITAL
3328335,BETSY JOHNSON HOSPITAL,800 TILGHMAN DR,DUNN,NC,28335,NOT AVAILABLE,(910) 892-7161,GENERAL ACUTE CARE,OPEN,HARNETT,USA,35.30703274,-78.63466618,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.bjrh.org/,NOT AVAILABLE,NON-PROFIT,151,NOT AVAILABLE,Y,HOSPITAL
3227983,VIDANT BERTIE HOSPITAL,1403 S KING ST,WINDSOR,NC,27983,NOT AVAILABLE,(252) 794-6600,GENERAL ACUTE CARE,OPEN,BERTIE,USA,35.98864755,-76.92824949,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.vidanthealth.com/bertie/dynamic-detail.aspx?id=381,BERTIE MEMORIAL HOSPITAL,NON-PROFIT,6,NOT AVAILABLE,Y,HOSPITAL
3127889,VIDANT BEAUFORT HOSPITAL,628 E TWELFTH ST,WASHINGTON,NC,27889,NOT AVAILABLE,(252) 975-4100,GENERAL ACUTE CARE,OPEN,BEAUFORT,USA,35.54922191,-77.03783805,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.vidanthealth.com/beaufort/,BEAUFORT COUNTY HOSPITAL,NON-PROFIT,142,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
3028801,ASHEVILLE SPECIALTY HOSPITAL,428 BILTMORE AVE,ASHEVILLE,NC,28801,NOT AVAILABLE,(828) 213-5400,LONG TERM CARE,OPEN,BUNCOMBE,USA,35.58055669,-82.54999055,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",2016-01-25T00:00:00.000Z,http://www.missionhospitals.org/acute-care,NOT AVAILABLE,PROPRIETARY,34,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
2928640,"ASHE MEMORIAL HOSPITAL, INC.",200 HOSPITAL AVE,JEFFERSON,NC,28640,NOT AVAILABLE,(336) 846-7101,GENERAL ACUTE CARE,OPEN,ASHE,USA,36.42330853,-81.45752318,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.ashememorial.org,NOT AVAILABLE,NON-PROFIT,76,NOT AVAILABLE,Y,HOSPITAL
2828170,ANSON COMMUNITY HOSPITAL,500 MORVEN RD,WADESBORO,NC,28170,NOT AVAILABLE,(704) 694-5131,GENERAL ACUTE CARE,CLOSED,ANSON,USA,34.96142917,-80.07594002,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2012-07-03T00:00:00.000Z,http://www.carolinashealthcare.org/anson-community-hospital,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,147,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
2727320,ANNIE PENN HOSPITAL,618 S MAIN ST,REIDSVILLE,NC,27320,NOT AVAILABLE,(336) 951-4000,GENERAL ACUTE CARE,OPEN,ROCKINGHAM,USA,36.35324487,-79.66752159,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,www.conehealth.com/locations/annie-penn-hospital,NOT AVAILABLE,NON-PROFIT,110,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
2628744,ANGEL MEDICAL CENTER,120 RIVERVIEW ST,FRANKLIN,NC,28744,NOT AVAILABLE,(828) 524-8411,GENERAL ACUTE CARE,OPEN,MACON,USA,35.18466142,-83.37868892,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.angelmed.org,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,59,NOT AVAILABLE,Y,HOSPITAL
2528675,ALLEGHANY MEMORIAL HOSPITAL,233 DOCTORS ST,SPARTA,NC,28675,NOT AVAILABLE,(336) 372-5511,GENERAL ACUTE CARE,OPEN,ALLEGHANY,USA,36.50952105,-81.11461101,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.amhsparta.org,NOT AVAILABLE,NON-PROFIT,41,NOT AVAILABLE,Y,HOSPITAL
2427906,SENTARA ALBEMARLE MEDICAL CENTER,1144 N RD ST,ELIZABETH CITY,NC,27906,NOT AVAILABLE,(252) 384-4600,GENERAL ACUTE CARE,OPEN,PASQUOTANK,USA,36.32359631,-76.21793333,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.sentara.com/albemarle-north-carolina/default.aspx,ALBEMARLE HOSPITAL,NON-PROFIT,182,NOT AVAILABLE,Y,HOSPITAL
2328719,CHEROKEE INDIAN HOSPITAL AUTHORITY,1144 N RD ST,CHEROKEE,NC,28719,NOT AVAILABLE,(828) 497-9163,CRITICAL ACCESS,OPEN,SWAIN,USA,35.48485497,-83.3233844,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2015-03-23T00:00:00.000Z,www.cherokee-hmd.com/‎,NOT AVAILABLE,NON-PROFIT,28,NOT AVAILABLE,Y,HOSPITAL
2328106,NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TOWNSHIP PKWY,MATTHEWS,NC,28106,NOT AVAILABLE,(704) 384-6370,GENERAL ACUTE CARE,OPEN,MECKLENBURG,USA,35.11998481,-80.71407841,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.novanthealth.org/matthews-medical-center.aspx,MATTHEWS MEDICAL CENTER,NON-PROFIT,146,NOT AVAILABLE,Y,HOSPITAL
