X,Y,OBJECTID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_RES,TOT_STAFF,BEDS,EXCESS_BED,OWNERSHIP,MEDICAIDID,MEDICAREID,STATE_LIC,SOURCETYPE
-82.1999939108902,35.235069903053613,14211,37401,WILLOWBROOKE COURT SC CENTER AT TRYON ESTATES,619 LAUREL LAKE DRIVE,NOT AVAILABLE,COLUMBUS,NC,28722,NOT AVAILABLE,(828) 894-5500,NURSING HOME,OPEN,96,POLK,37149,USA,35.2350699030536,-82.1999939108902,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,96,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0559,NURSING FACILITY
-77.943708448785856,35.718204431889085,14212,37403,WILMED NURSING CARE CENTER,1705 SOUTH TARBORO STREET,NOT AVAILABLE,WILSON,NC,27893,3428,(252) 399-8998,NURSING HOME,OPEN,90,WILSON,37195,USA,35.7182044318891,-77.9437084487859,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,90,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0530,NURSING FACILITY
-80.733642418762599,35.113860998086636,14213,37402,WILLOWBROOKE COURT SC CTR AT PLANTATION ESTATES,701 PLANTATION ESTATES DRIVE,NOT AVAILABLE,MATTHEWS,NC,28105,6550,(704) 845-6220,NURSING HOME,OPEN,140,MECKLENBURG,37119,USA,35.1138609980866,-80.7336424187626,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,140,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0466,NURSING FACILITY
-80.653862206575525,36.126364530398803,14308,37400,WILLOWBROOK REHABILITATION AND CARE CENTER,333 E LEE AVENUE,NOT AVAILABLE,YADKINVILLE,NC,27055,8132,(336) 679-8028,NURSING HOME,OPEN,76,YADKIN,37197,USA,36.1263645303988,-80.6538622065755,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,76,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0568,NURSING FACILITY
-77.930953215818192,34.194416773215551,14309,37404,WILMINGTON HEALTH AND REHABILITATION CENTER,820 WELLINGTON AVENUE,NOT AVAILABLE,WILMINGTON,NC,28401,7618,(910) 343-0425,NURSING HOME,OPEN,120,NEW HANOVER,37129,USA,34.1944167732156,-77.9309532158182,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0392,NURSING FACILITY
-80.746306982081535,35.210122158211107,14310,37405,WILORA LAKE HEALTHCARE CENTER,6001 WILORA LAKE ROAD,NOT AVAILABLE,CHARLOTTE,NC,28212,2833,(704) 563-2922,NURSING HOME,OPEN,90,MECKLENBURG,37119,USA,35.2101221582111,-80.7463069820815,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,90,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0572,NURSING FACILITY
-77.942351761224757,35.715308747101062,14311,37406,WILSON PINES NURSING AND REHABILITATION CENTER,403 CRESTVIEW AVENUE,NOT AVAILABLE,WILSON,NC,27893,NOT AVAILABLE,(252) 237-0724,NURSING HOME,OPEN,125,WILSON,37195,USA,35.7153087471011,-77.9423517612248,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,125,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0218,NURSING FACILITY
-78.700826437390162,34.346044618664273,14740,37204,LIBERTY COMMONS NURSING AND REHAB CTR OF COLUMBUS CTY,1402 PINCKNEY STREET,NOT AVAILABLE,WHITEVILLE,NC,28472,NOT AVAILABLE,(910) 642-4245,NURSING HOME,OPEN,147,COLUMBUS,37047,USA,34.3460446186643,-78.7008264373902,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,147,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0283,NURSING FACILITY
-77.860637866344405,34.241611293926084,14742,37205,LIBERTY COMMONS REHABILITATION CENTER,121 RACINE DRIVE,NOT AVAILABLE,WILMINGTON,NC,28403,NOT AVAILABLE,(910) 452-4070,NURSING HOME,OPEN,140,NEW HANOVER,37129,USA,34.2416112939261,-77.8606378663444,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,140,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0569,NURSING FACILITY
-81.849007953354317,36.135292201973577,14744,37206,LIFE CARE CENTER OF BANNER ELK,185 NORWOOD HOLLOW ROAD,NOT AVAILABLE,BANNER ELK,NC,28604,NOT AVAILABLE,(828) 898-5136,NURSING HOME,OPEN,118,AVERY,37011,USA,36.1352922019736,-81.8490079533543,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,118,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0362,NURSING FACILITY
-82.446194218987955,35.342134332933135,14747,37207,LIFE CARE CENTER OF HENDERSONVILLE,400 THOMPSON STREET,NOT AVAILABLE,HENDERSONVILLE,NC,28792,NOT AVAILABLE,(828) 697-4348,NURSING HOME,OPEN,80,HENDERSON,37089,USA,35.3421343329331,-82.446194218988,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,80,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0565,NURSING FACILITY
-78.601958073406308,35.890503655919012,14774,37209,LITCHFORD FALLS HEALTHCARE AND REHABILITATION CENTER,8200 LITCHFORD ROAD,NOT AVAILABLE,RALEIGH,NC,27615,4213,(919) 878-7772,NURSING HOME,OPEN,114,WAKE,37183,USA,35.890503655919,-78.6019580734063,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,114,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0558,NURSING FACILITY
-78.299234480786581,36.114140231986148,14777,37210,LOUISBURG HEALTHCARE & REHABILITATION CENTER,202 SMOKETREE WAY,NOT AVAILABLE,LOUISBURG,NC,27549,0629,(919) 496-2188,NURSING HOME,OPEN,92,FRANKLIN,37069,USA,36.1141402319861,-78.2992344807866,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,92,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0264,NURSING FACILITY
-81.234629893154988,35.472123019561764,14780,37208,LINCOLNTON REHABILITATION CENTER,1410 EAST GASTON STREET,NOT AVAILABLE,LINCOLNTON,NC,28092,NOT AVAILABLE,(704) 732-1138,NURSING HOME,OPEN,120,LINCOLN,37109,USA,35.4721230195618,-81.234629893155,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0406,NURSING FACILITY
-83.433866977678861,35.167960911866651,14783,37211,MACON VALLEY NURSING AND REHABILITATION CENTER,3195 OLD MURPHY ROAD,NOT AVAILABLE,FRANKLIN,NC,28734,1449,(828) 524-7806,NURSING HOME,OPEN,200,MACON,37113,USA,35.1679609118667,-83.4338669776789,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,200,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0417,NURSING FACILITY
-82.527779545889302,35.836169123406343,14787,37212,MADISON HEALTH AND REHABILITATION,345 MANOR ROAD,NOT AVAILABLE,MARS HILL,NC,28754,9778,(828) 689-5200,NURSING HOME,OPEN,100,MADISON,37115,USA,35.8361691234064,-82.5277795458893,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,100,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0290,NURSING FACILITY
-81.693792727552321,35.725971633584088,14830,37215,MAGNOLIA LANE NURSING AND REHABILITATION CENTER,107 MAGNOLIA DRIVE,NOT AVAILABLE,MORGANTON,NC,28655,4599,(828) 437-8760,NURSING HOME,OPEN,121,BURKE,37023,USA,35.7259716335841,-81.6937927275523,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,121,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0343,NURSING FACILITY
-83.099593752149929,35.516867912923878,14833,37213,MAGGIE VALLEY NURSING AND REHABILITATION,75 FISHER LOOP,NOT AVAILABLE,MAGGIE VALLEY,NC,28751,NOT AVAILABLE,(828) 926-4326,NURSING HOME,OPEN,114,HAYWOOD,37087,USA,35.5168679129239,-83.0995937521499,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,114,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0081,NURSING FACILITY
-80.44588800023098,35.682778999751058,14836,37214,MAGNOLIA ESTATES SKILLED CARE FACILITY,NOT AVAILABLE,NOT AVAILABLE,SPENCER,NC,28159,0005,(704) 633-3892,NURSING HOME,OPEN,70,ROWAN,37159,USA,35.6827789997511,-80.445888000231,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,70,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0442,NURSING FACILITY
-79.466118397346122,35.205763950945645,14839,37216,MANOR CARE HEALTH SERVICES-PINEHURST,205 RATTLESNAKE TRAIL,NOT AVAILABLE,PINEHURST,NC,28374,3939,(910) 295-1781,NURSING HOME,OPEN,120,MOORE,37125,USA,35.2057639509457,-79.4661183973461,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0230,NURSING FACILITY
-79.798062102683843,36.039936363272595,14842,37217,MAPLE GROVE HEALTH AND REHABILITATION CENTER,308 WEST MEADOWVIEW ROAD,NOT AVAILABLE,GREENSBORO,NC,27406,NOT AVAILABLE,(336) 230-0534,NURSING HOME,OPEN,250,GUILFORD,37081,USA,36.0399363632726,-79.7980621026838,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,250,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0552,NURSING FACILITY
-80.843897428323601,35.809715473690225,14849,37218,MAPLE LEAF HEALTH CARE,2640 DAVIE AVENUE,NOT AVAILABLE,STATESVILLE,NC,28625,NOT AVAILABLE,(704) 871-0705,NURSING HOME,OPEN,102,IREDELL,37097,USA,35.8097154736902,-80.8438974283236,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,102,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0488,NURSING FACILITY
-81.455841538156434,36.424258451566345,14851,37219,MARGATE HEALTH AND REHAB CENTER,540 WAUGH STREET,NOT AVAILABLE,JEFFERSON,NC,28640,0909,(336) 246-5581,NURSING HOME,OPEN,210,ASHE,37009,USA,36.4242584515663,-81.4558415381564,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,210,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0459,NURSING FACILITY
-78.308567823046531,34.982510189293862,14854,37220,MARY GRAN NURSING CENTER,120 SOUTHWOOD DRIVE,NOT AVAILABLE,CLINTON,NC,28329,5002,(910) 592-7981,NURSING HOME,OPEN,242,SAMPSON,37163,USA,34.9825101892939,-78.3085678230465,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,242,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0089,NURSING FACILITY
-81.102785813414542,35.255382112194752,14857,37222,MEADOWWOOD NURSING CENTER,4414 WILKINSON BOULEVARD,NOT AVAILABLE,GASTONIA,NC,28056,NOT AVAILABLE,(704) 824-5550,NURSING HOME,OPEN,50,GASTON,37071,USA,35.2553821121948,-81.1027858134145,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,50,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0468,NURSING FACILITY
-79.958982631143499,35.992781501764945,14860,37221,MARYFIELD NURSING HOME,109 PENNY ROAD,NOT AVAILABLE,HIGH POINT,NC,27260,NOT AVAILABLE,(336) 821-4000,NURSING HOME,OPEN,161,GUILFORD,37081,USA,35.992781501765,-79.9589826311435,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,161,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0005,NURSING FACILITY
-80.9413037923361,35.135895506972119,14868,37223,MECKLENBURG HEALTH & REHABILITATION CENTER,2415 SANDY PORTER ROAD,NOT AVAILABLE,CHARLOTTE,NC,28273,NOT AVAILABLE,(704) 583-0430,NURSING HOME,OPEN,100,MECKLENBURG,37119,USA,35.1358955069721,-80.9413037923361,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,100,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0570,NURSING FACILITY
-80.013490257969011,35.964237502059106,14871,37224,MERIDIAN CENTER,707 NORTH ELM STREET,NOT AVAILABLE,HIGH POINT,NC,27262,3817,(336) 885-0141,NURSING HOME,OPEN,199,GUILFORD,37081,USA,35.9642375020591,-80.013490257969,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,199,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0389,NURSING FACILITY
-80.808447897952078,35.569770489116813,14874,37226,MOORESVILLE CENTER,550 GLENWOOD DRIVE,NOT AVAILABLE,MOORESVILLE,NC,28115,NOT AVAILABLE,(704) 664-7494,NURSING HOME,OPEN,160,IREDELL,37097,USA,35.5697704891168,-80.8084478979521,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,160,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0435,NURSING FACILITY
-82.490600015778043,35.366169862149476,14878,37228,MOUNTAIN HOME HEALTH AND REHAB,200 HERITAGE WAY,NOT AVAILABLE,HENDERSONVILLE,NC,28791,NOT AVAILABLE,(828) 693-5849,NURSING HOME,OPEN,134,HENDERSON,37089,USA,35.3661698621495,-82.4906000157781,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,134,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0382,NURSING FACILITY
-78.076769692567211,35.198212382395582,14900,37227,MOUNT OLIVE CENTER,228 SMITH CHAPEL ROAD,NOT AVAILABLE,MOUNT OLIVE,NC,28365,0569,(919) 658-9522,NURSING HOME,OPEN,150,WAYNE,37191,USA,35.1982123823956,-78.0767696925672,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,150,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0401,NURSING FACILITY
-80.529030999680842,34.969023999957699,14905,37225,MONROE REHABILITATION CENTER,1212 SUNSET DRIVE EAST,NOT AVAILABLE,MONROE,NC,28112,NOT AVAILABLE,(704) 283-8548,NURSING HOME,OPEN,152,UNION,37179,USA,34.9690239999577,-80.5290309996809,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,152,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0310,NURSING FACILITY
-82.288761526723022,35.621096389187059,14909,37229,MOUNTAIN RIDGE HEALTH AND REHAB,611 OLD US HWY 70 E,NOT AVAILABLE,BLACK MOUNTAIN,NC,28711,NOT AVAILABLE,(828) 669-9991,NURSING HOME,OPEN,100,BUNCOMBE,37021,USA,35.6210963891871,-82.288761526723,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,100,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0235,NURSING FACILITY
-83.467472694609114,35.419933918715387,14913,37230,MOUNTAIN VIEW MANOR NURSING CENTER,410 BUCKNER BRANCH ROAD,NOT AVAILABLE,BRYSON CITY,NC,28713,9509,(828) 488-2101,NURSING HOME,OPEN,120,SWAIN,37173,USA,35.4199339187154,-83.4674726946091,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0251,NURSING FACILITY
-80.119415000401887,35.623307000118018,14919,37231,MOUNTAIN VISTA HEALTH PARK,NOT AVAILABLE,NOT AVAILABLE,DENTON,NC,27239,1547,(336) 859-2181,NURSING HOME,OPEN,120,DAVIDSON,37057,USA,35.623307000118,-80.1194150004019,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0259,NURSING FACILITY
-78.872704148277762,35.089005887012142,14924,37233,NC STATE VETERANS HOME-FAYETTEVILLE,214 COCHRAN AVENUE,NOT AVAILABLE,FAYETTEVILLE,NC,28301,NOT AVAILABLE,(910) 482-4131,NURSING HOME,OPEN,150,CUMBERLAND,37051,USA,35.0890058870121,-78.8727041482778,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,150,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0585,NURSING FACILITY
-82.378584720008803,35.615922505819015,14929,37232,NC STATE VETERANS HOME-BLACK MOUNTAIN,62 LAKE EDEN ROAD,NOT AVAILABLE,BLACK MOUNTAIN,NC,28711,NOT AVAILABLE,(828) 257-6800,NURSING HOME,OPEN,100,BUNCOMBE,37021,USA,35.615922505819,-82.3785847200088,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,100,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0631,NURSING FACILITY
-77.876322937653413,34.306389984310385,14955,37237,NORTHCHASE NURSING AND REHABILITATION CENTER,3015 ENTERPRISE DRIVE,NOT AVAILABLE,WILMINGTON,NC,28405,NOT AVAILABLE,(910) 791-3451,NURSING HOME,OPEN,140,NEW HANOVER,37129,USA,34.3063899843104,-77.8763229376534,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,140,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0436,NURSING FACILITY
-77.624067999638442,35.283066000295719,14959,37234,NC STATE VETERANS NURSING HOME-KINSTON,2150 HULL ROAD,NOT AVAILABLE,KINSTON,NC,28504,NOT AVAILABLE,(252) 939-8000,NURSING HOME,OPEN,100,LENOIR,37107,USA,35.2830660002957,-77.6240679996384,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,100,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0634,NURSING FACILITY
-80.488095999630616,35.684287000045046,14963,37235,NORTH CAROLINA STATE VETERANS HOME SALISBURY,NOT AVAILABLE,NOT AVAILABLE,SALISBURY,NC,28145,NOT AVAILABLE,(704) 638-4200,NURSING HOME,OPEN,99,ROWAN,37159,USA,35.6842870000451,-80.4880959996306,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,99,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0616,NURSING FACILITY
-80.262380047101431,36.195084345865887,14972,37238,OAK FOREST HEALTH AND REHABILITATION,5680 WINDY HILL DRIVE,NOT AVAILABLE,WINSTON SALEM,NC,27105,NOT AVAILABLE,(336) 776-5000,NURSING HOME,OPEN,170,FORSYTH,37067,USA,36.1950843458659,-80.2623800471014,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,170,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0548,NURSING FACILITY
