OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,UCAOA_ID
3330,10421916,CAROLINAS HEALTHCARE URGENT CARE - COX ROAD,704-852-9561,603 COX ROAD, ,GASTONIA,NC,28054,3432,GASTON,37071,NORTHWEST CORNER OF ABERDEEN BLVD AND COX RD., , , ,2008-01-24T00:00:00.000Z,PHONE,2008-01-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",28216515,-81.1346905,35.2691101,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_2443
3332,10421913,NEXTCARE URGENT CARE - WILMINGTON,910-452-1111,4815 OLEANDER DRIVE, ,WILMINGTON,NC,28403,5108,NEW HANOVER,37129,"LOCATED ON THE NORTH SIDE OF OLEANDER DRIVE, BETWEEN PINE GROVE DRIVE AND PARKWAY DRIVE.", , , ,2009-01-14T00:00:00.000Z,PHONE,2009-01-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125444427,-77.8824925,34.2102985,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2430
3336,10424622,MOUNTAIN ISLAND URGENT CARE,704-399-7800,3500 MOUNT HOLLY-HUNTERSVILLE ROAD, ,CHARLOTTE,NC,28216,8644,MECKLENBURG,37119,ON THE SOUTHEAST CORNER OF MT HOLLY HUNTERSVILLE RD AND COULOAK DRIVE., , , ,2008-01-30T00:00:00.000Z,PHONE,2008-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127865927,-80.9474332,35.323398,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
3341,10421921,CAROLINAS HEALTHCARE URGENT CARE - CABARRUS,704-786-6122,888 CHURCH STREET NORTH, ,CONCORD,NC,28025,4350,CABARRUS,37025,NORTHEAST SIDE OF CHURCH ST N BETWEEN ARDSLEY AVE NE AND LAKE CONCORD ROAD NE., , , ,2008-01-24T00:00:00.000Z,PHONE,2008-01-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",28203486,-80.6024971,35.433817,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_2463
3342,10193939,US HEALTHWORKS MEDICAL GROUP - GREENSBORO,336-291-1331,7360 WEST FRIENDLY AVENUE,SUITE 102,GREENSBORO,NC,27410,6379,GUILFORD,37081,LOCATED ON THE WEST SIDE OF WEST FRIENDLY AVENUE BETWEEN DOWNWIND ROAD AND OLD FRIENDLY ROAD., , , ,2009-01-12T00:00:00.000Z,PHONE,2009-01-12T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125499692,-79.9300958,36.0856263,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2456
3344,10424642,PRESBYTERIAN URGENT CARE - PINEVILLE,704-316-2375,10514 PARK ROAD, ,CHARLOTTE,NC,28210,8405,MECKLENBURG,37119,APROX .20 MILES NORTH FROM THE INTERSECTION OF NC 51 AND PARK ROAD. LOCATED ON THE WEST SIDE OF PARK ROAD., , , ,2008-01-30T00:00:00.000Z,PHONE,2008-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",28188240,-80.8713671,35.0923573,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
3346,11527270,PREMIER URGENT CARE,336-625-1285,610 NORTH FAYETTEVILLE STREET,SUITE 103,ASHEBORO,NC,27203,4670,RANDOLPH,37151,LOCATED ON THE NORTHEAST CORNER OF E PRESNELL ST AND N FAYETTEVILLE ST, , , ,2009-04-16T00:00:00.000Z,PHONE,2009-04-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102411983,-79.8110795,35.7148319,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3350,11527273,TOTAL HEALTH INTEGRATED SERVICES - TOTAL HEALTH ACUTE TREATMENT,828-262-3733,381 DEERFIELD ROAD, ,BOONE,NC,28607,5009,WATAUGA,37189,LOCATED ON THE WEST CORNER OF DEERFIELD RD AND STATE FARM RD, , , ,2009-04-16T00:00:00.000Z,PHONE,2009-04-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102462278,-81.6523879,36.1999223,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3356,11527272,QUICK MED URGENT CARE,910-596-0093,340 NORTHEAST BOULEVARD,SUITE B,CLINTON,NC,28328,2424,SAMPSON,37163,LOCATED ON THE EAST SIDE OF THE INTERSECTION OF SMITH ST AND NORTHEAST BLVD, , , ,2009-04-16T00:00:00.000Z,PHONE,2009-04-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102385470,-78.3170877,35.0110611,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3358,10197866,PHYSICIANS PRIME CARE CENTER,252-353-3111,3535 SOUTH MEMORIAL DRIVE, ,GREENVILLE,NC,27834,6766,PITT,37147,"EAST SIDE OF S MEMORIAL DRIVE, BETWEEN MALL DR AND CLUB PINES DR", , , ,2006-01-10T00:00:00.000Z,PHONE,2006-01-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102378787,-77.402802,35.5671189,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
3371,10422366,PRIMECARE - NORTH POINT,336-759-0700,7811 NORTH POINT BOULEVARD, ,WINSTON SALEM,NC,27106,3209,FORSYTH,37067,SOUTH SIDE OF NORTH POINT BLVD BETWEEN UNIVERSITY PKWY AND LINN STATION RD., , , ,2008-01-24T00:00:00.000Z,PHONE,2008-01-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17044809,-80.2782318,36.1505256,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_2474
3374,11527278,THE DOWNTOWN MEDCENTER,910-762-5588,119 CHESTNUT STREET, ,WILMINGTON,NC,28401,3940,NEW HANOVER,37129,LOCATED ON THE NORTHWEST CORNER OF N 2ND ST AND CHESTNUT ST, , , ,2009-04-17T00:00:00.000Z,PHONE,2009-04-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127875780,-77.947894,34.2377647,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3378,11527285,LAKESIDE FAMILY PHYSICIANS AFTER HOURS CLINIC,704-316-1635,130 PLANTATION RIDGE DRIVE, ,MOORESVILLE,NC,28117,9238,IREDELL,37097,LOCATED ON THE NORTHEAST CORNER OF WELTON WAY AND PLANTATION RIDGE DR, , , ,2009-04-17T00:00:00.000Z,PHONE,2009-04-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",711517467,-80.8762032,35.5894922,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3382,11527280,BRUNSWICK URGENT CARE,910-383-2182,509 OLDE WATERFORD WAY, ,LELAND,NC,28451,4125,BRUNSWICK,37019,LOCATED ON THE WEST SIDE OF OLDE WATERFORD WAY BETWEEN OCEAN HWY E AND DRAGER RD, , , ,2009-04-17T00:00:00.000Z,PHONE,2009-04-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125474065,-78.0211742,34.2166911,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3394,10197858,CAROLINA DOCTORS MED CARE URGENT CARE CENTER,919-774-3680,611 WICKER STREET, ,SANFORD,NC,27330,4151,LEE,37105,EAST CORNER OF WICKER STREET AND CIRCLE AVENUE, , , ,2006-01-02T00:00:00.000Z,PHONE,2006-01-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102605032,-79.1845548,35.4755622,NAVTEQ,2006Q3,ONENTITY,YES,TGS, 
3397,11518994,DUKE MEDICAL PLAZA - MORRISVILLE,919-327-1630,10950 CHAPEL HILL ROAD, ,MORRISVILLE,NC,27560,8852,WAKE,37183,EAST SIDE OF CHAPEL HILL ROAD BETWEEN WATKINS RD AND LICHTIN BLVD, , , ,2009-03-10T00:00:00.000Z,PHONE,2009-03-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23232001,-78.8422688,35.8550743,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
3398,10192674,SOUTHERN CLINIC AND URGENT CARE PA,704-730-8461,502 WEST KING STREET, ,KINGS MOUNTAIN,NC,28086,3362,CLEVELAND,37045,"LOCATED ON THE NORTH SIDE OF WEST KING STREET, .03 MILE WEST OF THE INTERSECTION OF NORTH WATTERSON STREET AND WEST KING STREET.", , , ,2006-12-19T00:00:00.000Z,PHONE,2006-12-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",28222369,-81.3514499,35.2414047,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_2433
3400,10192707,PRIME CARE MEDICAL CENTER,704-335-0806,3627 BEATTIES FORD ROAD, ,CHARLOTTE,NC,28216,3249,MECKLENBURG,37119,"LOCATED ON THE SW SIDE OF BEATTIES FORD RD, .06 OF A MILE NW OF GRIERS GROVE RD", , , ,2006-12-19T00:00:00.000Z,PHONE,2006-12-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127867059,-80.8587852,35.283322,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_2473
3401,10197872,UNC HEALTH CARE - URGENT CARE,919-966-1441,101 MANNING DRIVE, ,CHAPEL HILL,NC,27514,4220,ORANGE,37135,"NORTH SIDE OF MANNING DR, BETWEEN WEST DR AND S COLUMBIA ST", , , ,2005-12-30T00:00:00.000Z,PHONE,2005-12-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17134570,-79.0500895,35.9048095,NAVTEQ,2006Q3,ONENTITY,YES,TGS, 
3405,10197875,WHITE OAK URGENT CARE,336-625-2560,197 STATE HIGHWAY 42 NORTH,SUITE B,ASHEBORO,NC,27203, ,RANDOLPH,37151,"THE CLINIC SITS ON THE NORTHEAST SIDE OF STATE HWY 42 N,BETWEEN E DIXIE DR AND LAKECREST RD", , , ,2006-01-10T00:00:00.000Z,PHONE,2006-01-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125437429,-79.7893927,35.6996608,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
3412,11519014,TOTAL HEALTH OF AVERY,828-733-2255,177 NEW VALE ROAD, ,NEWLAND,NC,28657,9198,AVERY,37011,LOCATED ON THE E SIDE OF VALE RD .1 MI S OF NEW VALE RD., , , ,2009-03-17T00:00:00.000Z,PHONE,2009-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102476046,-81.931428,36.0996238,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3422,11521636,PRIMECARE - HICKORY BRANCH,336-878-2260,501 HICKORY BRANCH DRIVE, ,GREENSBORO,NC,27409,9601,GUILFORD,37081,NORTH SIDE OF HICKORY BRANCH ROAD BETWEEN HICKORY RIDGE DR AND NC-68, , , ,2009-03-16T00:00:00.000Z,PHONE,2009-03-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127862503,-79.9596505,36.0747564,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3424,11527281,INTRAMED FAMILY PRACTICE AND URGENT CARE,910-579-1872,602 THOMASBORO ROAD SOUTHWEST, ,CALABASH,NC,28467,2155,BRUNSWICK,37019,LOCATED ON THE WEST SIDE OF THOMASBORO RD SW LESS THAN 0.10 MILE SOUTH OF BENNETT TRL SW, , , ,2009-04-20T00:00:00.000Z,PHONE,2009-04-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125480760,-78.5555477,33.9221176,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3425,10192151,CORNERSTONE URGENT CARE,336-802-2222,4590 PREMIER DRIVE, ,HIGH POINT,NC,27265,8193,GUILFORD,37081,LOCATED ON THE NORTHWEST CORNER OF THE INTERSECTION OF WEST WENDOVER AVENUE AND PREMIER DRIVE, , , ,2006-12-19T00:00:00.000Z,PHONE,2006-12-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125491558,-79.9521379,36.0341698,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_2428
3434,11527224,MEDZONE URGENT CARE,336-472-2273,903 RANDOLPH STREET,SUITE 1,THOMASVILLE,NC,27360,6370,DAVIDSON,37057,LOCATED ON THE SOUTH SIDE OF THE INTERSECTION OF E HOLLY HILL RD AND SCOTT ST, , , ,2009-04-14T00:00:00.000Z,PHONE,2009-04-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17079877,-80.073293,35.8707154,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3439,11527215,MURPHY MEDICAL CENTER URGENT CARE,828-837-4712,1164 ANDREWS ROAD, ,MURPHY,NC,28906,2898,CHEROKEE,37039,LOCATED ON THE SOUTHEAST SIDE OF ANDREWS RD APPROX. 0.20 MILES SOUTHWEST OF PLEASANT VALLEY RD, , , ,2009-04-14T00:00:00.000Z,PHONE,2009-04-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102937024,-84.0099912,35.1069788,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3440,11527295,HEALTH PAVILLION NORTH EXPRESSCARE,910-609-3879,6387 RAMSEY STREET, ,FAYETTEVILLE,NC,28311,9441,CUMBERLAND,37051,LOCATED IN THE SOUTHWEST CORNER OF ANDREWS ROAD AND RAMSEY STREET., , , ,2009-04-20T00:00:00.000Z,PHONE,2009-04-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127888044,-78.8716982,35.1564933,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3443,11521678,FRYECARE URGENT CARE,828-728-2080,3060 HICKORY BOULEVARD, ,HUDSON,NC,28638,2659,CALDWELL,37027,SE SIDE OF PINE MOUNTAIN ROAD LESS THAN .1 MI NE OF HICKORY BLVD., , , ,2009-03-17T00:00:00.000Z,PHONE,2009-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102807591,-81.4729905,35.84702,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3446,11527231,TARBORO CLINIC PA IMMEDIATE CARE,252-823-7288,101 CLINIC DRIVE, ,TARBORO,NC,27886,1935,EDGECOMBE,37065,LOCATED ON THE EAST SIDE OF CLINIC DR APPROX. 0.10 MILE NORTH OF N MAIN ST, , , ,2009-04-15T00:00:00.000Z,PHONE,2009-04-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125334793,-77.5546081,35.9244143,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3447,10193913,WAKE FOREST URGENT CARE,919-229-4670,2115 SOUTH MAIN STREET,SUITE A,WAKE FOREST,NC,27587,5011,WAKE,37183,"LOCATED ON THE SOUTHEAST SIDE OF S MAIN ST, .2 MILES SOUTHWEST OF THE INTERSECTION OF LIGON MILL RD AND S MAIN ST.", , , ,2009-01-22T00:00:00.000Z,PHONE,2009-01-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17091674,-78.5342906,35.947696,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2391
3450,10421910,PRIMECARE - GREENSBORO,336-852-7530,3833 HIGH POINT ROAD, ,GREENSBORO,NC,27407,4649,GUILFORD,37081,SOUTHEAST CORNER OF HIGH POINT RD AND FARMINGTON DR., , , ,2008-01-24T00:00:00.000Z,PHONE,2008-01-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17068466,-79.8580839,36.0370806,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_2419
3451,11527225,MEDICAL ASSOCIATES OF DAVIE,336-751-8000,485 VALLEY ROAD, ,MOCKSVILLE,NC,27028,2074,DAVIE,37059,LOCATED ON THE EAST SIDE OF VALLEY RD BETWEEN HOSPITAL ST AND RIDGEVIEW DR, , , ,2009-04-14T00:00:00.000Z,PHONE,2009-04-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102503860,-80.5738481,35.8977648,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3458,10193936,FIRST CHOICE MEDICAL CENTER - ANDERSON CREEK,910-436-2900,6750 OVERHILLS ROAD, ,SPRING LAKE,NC,28390,8872,HARNETT,37085,LOCATED ON THE NORTH SIDE OF OVERHILLS ROAD .10 MILES EAST OF THE INTERSECTION OF STONE CROSS DRIVE AND OVERHILLS ROAD., , , ,2009-01-12T00:00:00.000Z,PHONE,2009-01-12T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102654580,-78.9652161,35.2570096,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2451
3459,10193935,FIRST CHOICE URGENT CARE,252-338-3111,615 SOUTH HUGHES BOULEVARD, ,ELIZABETH CITY,NC,27909,4785,PASQUOTANK,37139,LOC ON THE WEST SIDE OF SOUTH HUGHES BOULEVARD .1 MILE NORTH OF THE WEST EHRINGHAUS STREET AND SOUTH HUGHES BOULEVARD INTERSECTION., , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",101846608,-76.2511122,36.2914279,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2448
3460,10193903,KERNODLE CLINIC- WEST,336-538-1234,1234 HUFFMAN MILL ROAD, ,BURLINGTON,NC,27215,8700,ALAMANCE,37001,ENTRANCE TO THE FACILITY IS LOCATED ON THE SOUTHEAST SIDE OF HUFFMAN MILL RD LESS THAN .1 MILES SOUTHWEST OF WHITESELL DR, , , ,2009-01-14T00:00:00.000Z,PHONE,2009-01-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",135922592,-79.5012135,36.0617329,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2363
3466,10421911,NEXTCARE URGENT CARE - SHELBY,704-481-0555,419 EARL ROAD, ,SHELBY,NC,28150,6700,CLEVELAND,37045,"LOC ON THE NORTH SIDE OF EARL RD, APPR .1 MILES NORTHWEST OF E DIXON BLVD.", , , ,2009-01-12T00:00:00.000Z,PHONE,2009-01-12T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125452825,-81.5341895,35.2772397,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2422
